City,Country,Date,Humidity,Cloudiness,Lat,Lon,Tem,Max Temp,Wind Speed
San Patricio,US,1603749917,62,40,28.02,-97.52,29.06,30.0,9.3
Erenhot,CN,1603749917,77,0,43.65,111.98,-1.02,-1.02,3.37
Rundu,NA,1603749917,20,0,-17.93,19.77,23.55,23.55,3.1
Mount Isa,AU,1603749918,19,40,-20.73,139.5,22.0,22.0,4.6
Jiangyou,CN,1603749918,59,100,31.77,104.72,16.46,16.46,0.64
Chapais,CA,1603749918,92,90,49.78,-74.85,-1.0,-1.0,3.1
Fes,MA,1603749673,82,75,34.04,-5.0,14.0,14.0,2.6
Kieta,PG,1603749978,67,63,-6.22,155.63,28.61,28.61,1.09
Tessalit,ML,1603749727,16,0,20.2,1.01,26.5,26.5,4.42
Rocha,UY,1603749989,66,100,-34.48,-54.33,13.32,13.32,6.88
Amahai,ID,1603749989,91,100,-3.33,128.92,28.89,28.89,1.49
Fort Nelson,CA,1603749989,86,90,58.81,-122.7,0.0,0.0,4.1
Balikpapan,ID,1603749788,94,20,-1.27,116.83,25.0,25.0,1.5
Leh,IN,1603749928,68,0,34.17,77.58,-2.5,-2.5,1.92
Newala,TZ,1603749990,97,25,-10.94,39.28,19.64,19.64,4.17
Natal,BR,1603749990,78,40,-5.79,-35.21,27.0,27.0,3.6
Whitehorse,CA,1603749990,39,20,60.72,-135.05,9.74,10.0,12.3
Port Lincoln,AU,1603749990,83,9,-34.73,135.87,13.98,13.98,4.62
Amuntai,ID,1603749991,96,98,-2.42,115.25,23.4,23.4,1.15
Toktogul,KG,1603749991,45,0,41.87,72.94,9.3,9.3,0.27
Saint Anthony,US,1603749991,50,40,45.02,-93.22,-1.4,0.0,3.1
Atbasar,KZ,1603749991,82,100,51.8,68.33,2.47,2.47,9.31
Philadelphia,US,1603749870,93,90,39.95,-75.16,16.51,17.78,2.6
Xining,CN,1603749992,92,100,36.62,101.77,0.61,0.61,1.02
Haines Junction,CA,1603749992,66,27,60.75,-137.51,5.63,5.63,6.74
Clyde River,CA,1603749992,86,9,70.47,-68.59,-11.75,-11.75,2.1
Bac Lieu,VN,1603749993,90,83,9.29,105.72,23.98,23.98,3.36
Griffith,US,1603749915,86,90,41.53,-87.42,3.63,4.0,3.1
Maceió,BR,1603749984,83,0,-9.67,-35.74,25.0,25.0,6.2
Bowen,AU,1603749993,94,90,-20.02,148.23,22.0,22.0,1.5
Winnemucca,US,1603749994,13,1,40.97,-117.74,6.0,6.0,2.6
Muros,ES,1603749994,89,100,42.78,-9.06,11.55,12.78,3.13
Kashary,RU,1603749994,62,100,49.04,41.01,7.87,7.87,3.91
Ust-Maya,RU,1603749994,92,93,60.42,134.53,-12.12,-12.12,1.09
Codrington,AU,1603749994,75,55,-38.27,141.97,12.19,12.19,6.88
Grand Gaube,MU,1603749994,76,0,-20.01,57.66,22.22,22.22,2.24
Ouadda,CF,1603749995,68,0,8.08,22.4,20.25,20.25,0.95
Leningradskiy,RU,1603749995,98,100,69.38,178.42,-2.79,-2.79,5.04
Panzhihua,CN,1603749995,78,25,26.59,101.71,18.01,18.01,0.17
Botou,CN,1603749995,35,87,38.07,116.57,11.26,11.26,5.12
San Luis Potosí,MX,1603749839,10,40,22.5,-100.5,28.0,28.0,2.6
Lata,PT,1603749996,87,97,40.16,-8.33,10.28,11.11,0.92
Auki,SB,1603749996,69,68,-8.77,160.7,29.27,29.27,0.16
Guadalupe y Calvo,MX,1603749996,45,0,26.1,-106.97,17.48,17.48,5.28
Gizo Government Station,SB,1603749996,71,93,-8.1,156.84,28.53,28.53,0.82
Næstved,DK,1603749997,93,100,55.23,11.76,10.28,10.56,3.6
Yellandu,IN,1603749970,80,0,17.6,80.33,20.95,20.95,1.47
Telde,ES,1603749997,73,40,27.99,-15.42,21.05,21.11,6.2
Lima,PE,1603749135,72,40,-12.04,-77.03,19.49,20.0,6.2
Khorixas,NA,1603749997,36,48,-20.37,14.97,23.58,23.58,2.5
Peniche,PT,1603749997,85,100,39.36,-9.38,11.66,12.78,2.51
Tarakan,ID,1603749998,83,99,3.3,117.63,25.84,25.84,5.17
Chiredzi,ZW,1603749998,44,0,-21.05,31.67,23.81,23.81,2.82
Necochea,AR,1603749998,63,0,-38.55,-58.74,17.78,17.78,1.79
Talas,TR,1603749732,35,0,38.69,35.55,9.0,9.0,1.2
Pontianak,ID,1603749945,89,100,-0.03,109.33,24.09,24.09,1.74
Nizhniy Baskunchak,RU,1603749999,60,61,48.22,46.83,6.76,6.76,1.17
Ōkuchi-shinohara,JP,1603749999,100,0,32.07,130.62,10.0,10.0,2.1
Egvekinot,RU,1603749999,96,100,66.32,-179.17,-5.11,-5.11,1.59
Fare,PF,1603749999,76,68,-16.7,-151.02,27.21,27.21,6.53
Çorum Province,TR,1603749999,35,0,40.5,34.75,15.65,15.65,2.33
Durango,MX,1603749813,25,0,24.83,-104.83,25.88,25.88,5.04
Port Hardy,CA,1603750000,100,90,50.7,-127.42,7.0,7.0,3.6
Abu Samrah,SY,1603750000,23,0,35.3,37.18,20.83,20.83,4.9
Sikeston,US,1603750000,87,75,36.88,-89.59,9.17,10.0,4.1
Kahului,US,1603750001,55,40,20.89,-156.47,27.87,30.0,3.1
Arman',RU,1603750001,87,84,59.7,150.17,0.19,0.19,5.57
Belaya Gora,RU,1603750001,88,11,68.53,146.42,-16.07,-16.07,2.27
Ust-Tsilma,RU,1603750001,96,100,65.44,52.15,-6.67,-6.67,2.44
Merauke,ID,1603750002,82,94,-8.47,140.33,26.45,26.45,4.96
Cabra,ES,1603750002,87,0,37.47,-4.44,8.37,9.0,0.5
Nikolskoye,RU,1603750002,87,90,59.7,30.79,8.55,9.0,2.0
Korla,CN,1603750002,84,71,41.76,86.15,5.0,5.0,0.89
Samaná,DO,1603750003,79,75,19.21,-69.34,31.0,31.0,2.1
Yulara,AU,1603750003,33,0,-25.24,130.99,15.0,15.0,3.6
Dakoro,NE,1603750003,15,0,14.51,6.76,27.62,27.62,3.4
Gweru,ZW,1603750004,46,0,-19.45,29.82,18.79,18.79,4.63
Upata,VE,1603750004,87,93,8.01,-62.4,26.11,26.11,2.24
General Roca,AR,1603750004,25,0,-39.03,-67.58,24.0,24.0,2.1
Evinayong,GQ,1603750004,99,100,1.44,10.55,20.93,20.93,0.76
Raudeberg,NO,1603750005,90,92,61.99,5.14,7.22,7.22,3.56
Vila Velha,BR,1603750005,73,0,-20.33,-40.29,23.64,24.0,6.7
Shache,CN,1603750005,63,94,38.42,77.24,4.01,4.01,1.1
Soria,ES,1603750005,86,15,41.67,-2.67,5.0,5.0,0.45
Kamenka,RU,1603750006,82,38,51.32,42.77,5.64,5.64,3.08
Tilichiki,RU,1603750006,96,100,60.47,166.1,-0.97,-0.97,3.14
Zinder,NE,1603750006,15,0,13.81,8.99,27.69,27.69,4.46
Mouzourás,GR,1603750006,88,20,35.53,24.15,17.0,17.0,3.51
Måløy,NO,1603749958,71,75,61.94,5.11,8.35,10.0,5.7
Itoman,JP,1603750007,68,20,26.12,127.67,20.53,22.0,3.6
Neiafu,TO,1603750007,78,75,-18.65,-173.98,26.0,26.0,4.6
Illela,NG,1603750007,20,24,13.73,5.3,26.88,26.88,1.53
Birjand,IR,1603750007,18,0,32.87,59.22,6.0,6.0,3.1
Crotone,IT,1603750007,68,0,39.09,17.12,17.83,17.83,4.91
Vestmannaeyjar,IS,1603750007,75,100,63.44,-20.27,6.33,6.33,12.72
Slave Lake,CA,1603749600,55,90,55.28,-114.77,2.0,2.0,1.68
Mercedes,AR,1603749964,53,0,-34.65,-59.43,18.89,18.89,0.89
Gweta,BW,1603750008,17,0,-20.18,25.23,26.78,26.78,5.8
Khandyga,RU,1603750008,87,99,62.67,135.6,-9.7,-9.7,1.05
San Jose,US,1603749911,6,20,37.34,-121.89,22.31,23.33,3.6
Cockburn Town,TC,1603749761,80,92,21.46,-71.14,28.26,28.26,8.25
Bethanien,NA,1603750009,26,0,-26.5,17.16,20.26,20.26,0.68
Dicabisagan,PH,1603750009,85,100,17.08,122.42,25.79,25.79,0.76
Nelson Bay,AU,1603750009,100,90,-32.72,152.15,16.5,16.67,5.7
Malakal,SS,1603750009,82,21,9.53,31.66,23.54,23.54,0.92
Luanda,AO,1603749868,83,75,-8.84,13.23,25.0,25.0,3.1
Hofn,IS,1603750009,77,3,64.25,-15.21,2.64,2.64,5.06
Hailar,CN,1603750010,92,3,49.2,119.7,-3.76,-3.76,7.94
Normandin,CA,1603750010,97,90,48.83,-72.53,0.0,0.0,2.1
San Cristobal,VE,1603749856,58,40,7.77,-72.22,31.0,31.0,5.1
Monywa,MM,1603750010,85,95,22.12,95.13,24.91,24.91,1.86
Belyy Yar,RU,1603750010,93,0,53.6,91.39,4.0,4.0,3.0
Nizwá,OM,1603750011,56,0,22.93,57.53,17.09,17.09,0.73
Gravdal,NO,1603750011,93,75,68.12,13.5,7.0,7.0,8.7
Huaibei,CN,1603750011,62,97,33.97,116.79,15.5,15.5,1.57
Grajaú,BR,1603750011,70,88,-5.82,-46.14,27.87,27.87,0.54
Killybegs,IE,1603750011,90,90,54.63,-8.45,7.22,7.22,2.24
Vaasa,FI,1603750012,100,90,63.1,21.62,7.65,8.0,3.1
Ugoofaaru,MV,1603750012,77,45,5.67,73.0,27.69,27.69,4.19
Qui Nhon,VN,1603750013,87,100,13.77,109.23,24.74,24.74,5.32
Katherine,AU,1603750013,78,75,-14.47,132.27,23.0,23.0,2.1
Turan,VN,1603750013,88,75,16.07,108.22,25.0,25.0,3.6
Harrisburg,US,1603749976,87,90,40.27,-76.88,11.28,12.0,1.16
Ixtapa,MX,1603750014,70,20,20.7,-105.2,31.55,32.0,4.6
Madimba,TZ,1603750015,83,40,-10.4,40.33,25.0,25.0,4.1
Asău,RO,1603750015,98,3,46.43,26.4,9.44,9.44,1.62
Husavik,IS,1603750015,74,90,66.04,-17.34,2.0,2.0,2.05
Aksarka,RU,1603750015,95,64,66.56,67.8,-15.6,-15.6,3.32
Marystown,CA,1603749949,100,39,47.17,-55.15,5.56,5.56,3.09
Adré,TD,1603750016,22,11,13.47,22.2,24.44,24.44,4.76
Ambulu,ID,1603750016,88,68,-8.35,113.61,24.51,24.51,0.77
Āsosa,ET,1603749775,86,0,10.07,34.53,17.12,17.12,1.99
Eureka,US,1603749819,20,1,40.8,-124.16,21.45,23.33,5.7
Mbandaka,CD,1603750016,90,25,0.05,18.26,21.62,21.62,1.15
Taloqan,AF,1603750016,58,0,36.74,69.53,7.26,7.26,0.4
Masallātah,LY,1603750017,80,0,32.62,14.0,19.73,19.73,5.71
Lebanon,US,1603749868,82,90,36.21,-86.29,15.0,15.0,2.57
Piedade,BR,1603750017,87,77,-23.71,-47.43,19.69,19.69,2.18
Fengzhen,CN,1603750017,76,33,40.44,113.15,-0.79,-0.79,2.41
Horasan,TR,1603750018,46,0,40.05,42.17,7.61,7.61,0.33
Cocobeach,GA,1603750018,83,20,1.0,9.58,27.0,27.0,2.1
Mikhaylovka,RU,1603750018,79,93,50.06,43.24,6.27,6.27,2.31
Mahdasht,IR,1603750018,43,20,35.73,50.81,13.0,13.0,3.1
Mananjary,MG,1603750018,84,2,-21.22,48.33,20.6,20.6,1.45
Sakakah,SA,1603750018,10,0,29.97,40.21,23.0,23.0,2.6
Vinstra,NO,1603750019,79,100,61.6,9.75,4.65,4.65,1.45
Darhan,MN,1603750019,76,0,49.49,105.92,-2.4,-2.4,1.91
Amapá,BR,1603750019,46,75,1.0,-52.0,30.53,30.53,2.77
Sirte,LY,1603750019,75,0,31.21,16.59,22.13,22.13,6.97
Cap Malheureux,MU,1603750019,76,0,-19.98,57.61,22.22,22.22,2.24
Nova Londrina,BR,1603750019,90,85,-22.77,-52.98,21.11,21.11,1.9
Kungurtug,RU,1603750020,83,5,50.6,97.52,-6.14,-6.14,0.88
Tías,ES,1603750020,73,40,28.96,-13.64,22.0,22.0,6.2
Sørland,NO,1603750020,93,75,67.67,12.69,7.0,7.0,8.7
Minador do Negrão,BR,1603750020,63,60,-9.31,-36.86,26.85,26.85,9.24
Karratha,AU,1603750021,63,26,-20.74,116.85,19.7,19.7,3.07
Ust'-Ishim,RU,1603750021,93,100,57.69,71.17,4.87,4.87,5.68
Noumea,NC,1603749837,47,0,-22.28,166.46,26.79,27.0,2.1
Flinders,AU,1603750021,94,98,-34.58,150.86,12.78,12.78,0.89
La Libertad,EC,1603750021,78,75,-2.23,-80.9,23.0,23.0,5.1
Suruç,TR,1603750021,22,0,36.98,38.42,21.0,21.0,1.5
Rodeo,US,1603749725,6,1,38.03,-122.27,23.09,24.44,4.6
North Bend,US,1603750022,47,1,43.41,-124.22,14.43,16.11,7.2
Rostock,DE,1603749832,93,75,54.09,12.14,9.0,9.0,2.1
Baiyin,CN,1603750022,86,90,36.56,104.21,3.15,3.33,2.0
Tazovsky,RU,1603750022,93,4,67.47,78.7,-18.05,-18.05,3.16
Nouadhibou,MR,1603750022,64,0,20.93,-17.03,24.0,24.0,7.7
Yoichi,JP,1603750023,100,75,43.2,140.77,5.67,6.0,1.0
Kotapārh,IN,1603750023,76,0,19.15,82.35,17.82,17.82,1.24
Juba,SS,1603750023,83,100,4.85,31.58,23.4,23.4,1.02
Jasper,US,1603750023,86,90,37.2,-94.35,0.17,1.0,6.2
Ürümqi,CN,1603750023,59,0,43.8,87.6,3.0,3.0,4.0
Roseburg,US,1603749906,25,1,43.22,-123.34,13.93,15.56,1.62
Kamyshin,RU,1603750024,83,0,50.1,45.42,5.74,5.74,3.37
Laguna de Perlas,NI,1603750024,94,40,12.34,-83.67,27.0,27.0,4.1
Kang,BW,1603750024,25,87,-23.68,22.79,25.34,25.34,1.76
Canutama,BR,1603750024,63,32,-6.53,-64.38,29.62,29.62,1.21
Ocampo,MX,1603750024,17,38,21.65,-101.5,24.32,24.32,3.56
Yangi Marg`ilon,UZ,1603750025,50,0,40.43,71.72,10.0,10.0,4.1
Kaniama,CD,1603750025,94,100,-7.57,24.18,20.08,20.08,1.05
Hombourg-Haut,FR,1603750025,99,11,49.12,6.77,6.64,7.22,4.7
Tabou,CI,1603750025,89,73,4.42,-7.35,25.51,25.51,4.26
Xiongzhou,CN,1603750026,73,62,25.12,114.3,17.05,17.05,1.33
Muyezerskiy,RU,1603750026,94,99,63.93,31.65,6.38,6.38,4.93
Kloulklubed,PW,1603750026,94,75,7.04,134.26,24.0,24.0,2.49
Lafiagi,NG,1603750026,52,94,8.87,5.42,26.51,26.51,0.77
Brae,GB,1603749771,93,0,60.4,-1.35,9.0,9.0,0.5
Bama,NG,1603750027,26,0,11.52,13.69,24.88,24.88,2.07
Hilliard,US,1603750027,81,90,40.03,-83.16,8.91,9.44,3.1
Honiara,SB,1603750027,78,40,-9.43,159.95,28.0,28.0,1.5
Kalengwa,ZM,1603750027,32,23,-13.47,25.0,21.57,21.57,2.51
Kukmor,RU,1603750027,94,18,56.19,50.89,-2.16,-2.16,4.22
Ulladulla,AU,1603750027,87,75,-35.35,150.47,11.91,13.33,5.1
